property_name,property_type,baths,baths_1qtr,baths_3qtr,baths_full,baths_half,beds,garage,lot_sqft,name,sold_date,sold_price,sqft,stories,sub_type,type,year_built,is_foreclosure,is_price_reduced,is_new_listing,is_new_construction,price_reduced_amount,property_id,list_price,listing_id,list_date,street_address,city,state,country,county_name,postal_code,latitude,longitude
Southern Oaks Real Estate,Office,2.0,,,2.0,,3.0,,32670.0,,2024-01-08,50000.0,1012.0,2.0,,mobile,1992.0,,,False,,,5634724055,72500.0,2961732574,2023-11-16T14:44:30.000000Z,8324 Lesley St,Tallahassee,FL,,Leon,32305,30.329209,-84.297302
Advanced Realty Group II,Office,8.0,,,4.0,4.0,8.0,,,,2024-01-08,425000.0,4290.0,2.0,,multi_family,1970.0,,,False,,,9389754366,449000.0,2961919909,2023-11-22T16:41:35.000000Z,1748 Hartsfield Rd,Tallahassee,FL,,Leon,32303,30.47308,-84.314774
The Naumann Group Real Estate,Office,4.0,,,3.0,1.0,3.0,2.0,23087.0,,2024-01-08,875000.0,2518.0,1.0,,single_family,2018.0,,,False,,,5467006462,899900.0,2961728776,2023-11-16T13:05:01.000000Z,3637 Rhoden Hill Way,Tallahassee,FL,,Leon,32312,30.514076,-84.288469
Xcellence Realty,Office,3.0,,,2.0,1.0,3.0,,3920.0,,2024-01-12,284900.0,1792.0,2.0,townhouse,townhomes,1982.0,,,False,,,6066017818,299000.0,2962363183,2023-12-09T19:47:39.000000Z,1218 Terrace St,Tallahassee,FL,,Leon,32303,30.456138,-84.270022
"Mattox Realty, Inc",Office,2.0,,,2.0,,2.0,,10454.0,,2024-01-12,415000.0,1296.0,2.0,,single_family,1955.0,,,False,,,6513905808,415000.0,2961379699,2023-11-05T21:19:21.000000Z,24248 Lanier St,Tallahassee,FL,,Leon,32310,30.400488,-84.627507
Broger Real Estate Services,Office,2.0,,,2.0,,3.0,2.0,41382.0,,2024-01-12,194628.0,1222.0,1.0,,single_family,1997.0,,,False,,,6592350617,183000.0,2962530410,2023-12-13T23:09:04.000000Z,8737 Celia Rd,Tallahassee,FL,,Leon,32305,30.322251,-84.278394
The Naumann Group Real Estate,Office,2.0,,,2.0,,4.0,2.0,23958.0,,2024-01-12,520000.0,2584.0,1.0,,single_family,1988.0,,,False,,,5473936524,520000.0,2962087042,2023-11-30T20:18:18.000000Z,3236 Shamrock St E,Tallahassee,FL,,Leon,32309,30.520298,-84.202594
Coldwell Banker Hartung,Office,2.0,,,2.0,,2.0,,55757.0,,2024-01-12,68000.0,1116.0,1.0,,single_family,1963.0,,False,False,,16500.0,6143221479,81500.0,2959243932,2023-08-31T14:48:13.000000Z,9323 Elgin Rd,Tallahassee,FL,,Leon,32305,30.311628,-84.254099
Picht & Sons Real Estate,Office,2.0,,,2.0,,2.0,,3485.0,,2024-01-12,145000.0,928.0,2.0,townhouse,townhomes,1984.0,,,False,,,5493415239,135000.0,2962499566,2023-12-12T23:45:20.000000Z,1145 Ocala Rd,Tallahassee,FL,,Leon,32304,30.454119,-84.316705
Joe Manausa Real Estate,Office,2.0,,,2.0,,3.0,2.0,4792.0,,2024-01-12,350000.0,1648.0,1.0,townhouse,townhomes,2001.0,,,False,,,6409080870,335000.0,2962314046,2023-12-07T21:06:18.000000Z,1047 Kingdom Dr,Tallahassee,FL,,Leon,32311,30.436991,-84.199628
"Armor Realty Of Tallahassee, Inc",Office,3.0,,,2.0,1.0,3.0,2.0,3485.0,,2024-01-12,460000.0,1768.0,2.0,,single_family,2019.0,,,False,,,6947927166,470000.0,2962327985,2023-12-08T13:14:55.000000Z,405 Glenview Dr,Tallahassee,FL,,Leon,32303,30.464863,-84.276673
Keller Williams Town & Country,Office,3.0,,,2.0,1.0,3.0,2.0,96268.0,,2024-01-12,570000.0,2667.0,1.0,,single_family,1999.0,,False,False,,25100.0,6751636628,599900.0,2960878680,2023-10-26T01:27:33.000000Z,9393 Wintercreek Ct,Tallahassee,FL,,Leon,32309,30.5726,-84.120944
The Naumann Group Real Estate,Office,2.0,,,2.0,,4.0,2.0,6098.0,,2024-01-12,425000.0,1893.0,1.0,,single_family,1995.0,,,False,,,6669577022,435000.0,2961966323,2023-11-26T14:00:11.000000Z,2959 Paddington Dr,Tallahassee,FL,,Leon,32309,30.541008,-84.219626
Eden & Company,Office,2.0,,,2.0,,2.0,,1307.0,,2024-01-12,244500.0,1174.0,1.0,townhouse,townhomes,1991.0,,,False,,,6733823507,249500.0,2962499565,2023-12-12T23:45:20.000000Z,4434 Stratfordshire Ct,Tallahassee,FL,,Leon,32309,30.534245,-84.217563
Keller Williams Town & Country,Office,2.0,,,2.0,,3.0,2.0,6098.0,,2024-01-12,312000.0,1624.0,1.0,,single_family,1998.0,,,False,,,6455260587,325000.0,2961885214,2023-11-21T13:29:53.000000Z,1775 Newman Ln,Tallahassee,FL,,Leon,32312,30.597784,-84.246864
"Armor Realty Of Tallahassee, Inc",Office,2.0,,,2.0,,3.0,2.0,19166.0,,2024-01-12,169500.0,1512.0,1.0,,single_family,1977.0,,False,False,,10000.0,5520668016,190000.0,2962087136,2023-11-30T20:20:50.000000Z,3213 Storrington Dr,Tallahassee,FL,,Leon,32309,30.525512,-84.197175
Keller Williams Town & Country,Office,2.0,,,2.0,,3.0,2.0,6970.0,,2024-01-12,297000.0,1411.0,1.0,,single_family,2001.0,,False,False,,10000.0,6437216656,300000.0,2957402273,2023-07-06T04:33:51.000000Z,3304 Dartmouth Dr,Tallahassee,FL,,Leon,32317,30.457692,-84.217611
The Brokerage,Office,2.0,,,2.0,,3.0,2.0,6970.0,,2024-01-12,299000.0,1706.0,1.0,,single_family,2006.0,,,False,,,5834621017,299000.0,2962271828,2023-12-06T18:36:18.000000Z,5560 Hampton Hill Cir,Tallahassee,FL,,Leon,32311,30.423306,-84.182221
"Frog Real Estate Company, LLC",Office,2.0,,,2.0,,4.0,,5227.0,,2024-01-12,59000.0,1088.0,1.0,,single_family,1960.0,,False,False,,1000.0,6212685196,64000.0,2956506798,2023-06-08T00:17:28.000000Z,1422 George Calvin Bess Jr Way,Tallahassee,FL,,Leon,32310,30.429112,-84.296049
"Hill Spooner & Elliott, Inc.",Office,4.0,,,4.0,,4.0,2.0,27443.0,,2024-01-12,660000.0,3281.0,1.0,,single_family,2004.0,,,False,,,5676878928,689000.0,2960584752,2023-10-16T16:09:31.000000Z,3919 Monterey Pines Trl,Tallahassee,FL,,Leon,32309,30.552091,-84.212326
Thompson Real Estate Company,Office,1.0,,,1.0,,3.0,,7841.0,,2024-01-12,79000.0,850.0,1.0,,single_family,1958.0,,,False,,,6276484489,79000.0,2962315834,2023-12-07T21:53:44.000000Z,2056 Hillsborough St,Tallahassee,FL,,Leon,32310,30.421217,-84.306317
"Armor Realty Of Tallahassee, Inc",Office,4.0,,,3.0,1.0,5.0,2.0,9148.0,,2024-01-12,570000.0,2966.0,2.0,,single_family,2007.0,,,False,,,5591530349,599900.0,2961975165,2023-11-27T13:35:58.000000Z,3166 Coneflower Dr,Tallahassee,FL,,Leon,32311,30.411116,-84.219585
beycome.com,Office,0.0,,,,,,,69696.0,,2024-01-12,60000.0,,,,land,,,False,False,,8000.0,5754537698,72000.0,2961695897,2023-11-15T16:21:28.000000Z,619 Earls Slough Ct,Tallahassee,FL,,Leon,32312,30.629042,-84.286999
Coldwell Banker Hartung,Office,0.0,,,,,,,221285.0,,2024-01-11,55000.0,,,,land,,,,False,,,6179294911,58000.0,2963107454,2024-01-11T14:20:54.000000Z,11408 Regiment Loop,Tallahassee,FL,,Leon,32305,30.292709,-84.15275
Keller Williams Town & Country,Office,2.0,,,2.0,,3.0,,10890.0,,2024-01-11,228000.0,1250.0,2.0,,single_family,1976.0,,,False,,,6932637311,225000.0,2962313741,2023-12-07T20:57:20.000000Z,4801 Easy St,Tallahassee,FL,,Leon,32303,30.517778,-84.358103
The Elite Group,Office,3.0,,,3.0,,3.0,,871.0,,2024-01-11,151000.0,1209.0,2.0,condo,condos,2004.0,,False,False,,1000.0,5830508890,153900.0,2961419614,2023-11-07T15:33:14.000000Z,2738 W Tharpe St Apt 505,Tallahassee,FL,,Leon,32303,30.467177,-84.340484
Hum Real Estate,Office,3.0,,,3.0,,4.0,2.0,35284.0,,2024-01-11,430000.0,2440.0,2.0,,single_family,1981.0,,,False,,,5037801826,440000.0,2961951061,2023-11-24T19:12:13.000000Z,744 Litchfield Rd,Tallahassee,FL,,Leon,32312,30.493363,-84.300154
"EXP Realty, LLC",Office,2.0,,,2.0,,3.0,,12632.0,,2024-01-11,172000.0,1137.0,1.0,,single_family,1999.0,,False,False,,9900.0,6403304649,172000.0,2959604699,2023-09-12T20:37:04.000000Z,1518 Country Ln,Tallahassee,FL,,Leon,32304,30.458325,-84.343599
Advanced Realty Group II,Office,2.0,,,2.0,,3.0,,12197.0,,2024-01-11,295000.0,1452.0,1.0,,single_family,1966.0,,,False,,,5840435696,295000.0,2959510838,2023-09-08T20:56:42.000000Z,1107 Richview Rd,Tallahassee,FL,,Leon,32301,30.432998,-84.232142
Realty One Group Next Gen,Office,3.0,,,2.0,1.0,4.0,,10019.0,,2024-01-11,185000.0,1512.0,1.0,,single_family,1971.0,,False,False,,15000.0,5314315119,210000.0,2959691446,2023-09-15T02:27:03.000000Z,2328 Skyland Dr,Tallahassee,FL,,Leon,32303,30.472643,-84.323278
"Frog Real Estate Company, LLC",Office,2.0,,,2.0,,3.0,2.0,11326.0,,2024-01-11,282000.0,1553.0,1.0,,single_family,1994.0,,,False,,,6022826591,295000.0,2961945964,2023-11-24T12:41:54.000000Z,867 Violet St,Tallahassee,FL,,Leon,32308,30.455982,-84.233526
"Hill Spooner & Elliott, Inc.",Office,3.0,,,2.0,1.0,3.0,2.0,8276.0,,2024-01-11,472500.0,2045.0,1.0,,single_family,2005.0,,,False,,,6369349598,490000.0,2960938245,2023-10-27T17:52:48.000000Z,2557 Twain Dr,Tallahassee,FL,,Leon,32311,30.407421,-84.220108
Bravo International Real Estate Llc,Office,1.0,,,1.0,,1.0,,871.0,,2024-01-10,68000.0,710.0,,condo,condos,1967.0,,,False,,,5654985447,89000.0,2961817372,2023-11-18T15:26:23.000000Z,2020 Continental Ave Apt 132,Tallahassee,FL,,Leon,32304,30.456399,-84.315908
The Nova Group Realty,Office,3.0,,,2.0,1.0,4.0,3.0,23087.0,,2024-01-10,810000.0,2670.0,1.0,,single_family,2020.0,,,False,,,9922392645,815000.0,2962195433,2023-12-03T02:16:23.000000Z,3106 Persimmon Dr,Tallahassee,FL,,Leon,32312,30.553851,-84.225427
Red Bird Realty Of Greater Tal,Office,2.0,,,2.0,,2.0,,7841.0,,2024-01-10,194900.0,960.0,2.0,townhouse,townhomes,1988.0,,,False,,,6106004175,194900.0,2962010115,2023-11-28T19:12:05.000000Z,252 E Whetherbine Way,Tallahassee,FL,,Leon,32301,30.448637,-84.230462
Coldwell Banker Hartung,Office,2.0,,,2.0,,4.0,,40946.0,,2024-01-10,278000.0,1865.0,1.0,,single_family,1977.0,,False,False,,25100.0,6570263286,299900.0,2958385623,2023-08-04T18:39:06.000000Z,6325 Thomasville Rd,Tallahassee,FL,,Leon,32312,30.554549,-84.221002
Keller Williams Town & Country,Office,2.0,,,2.0,,3.0,,22651.0,,2024-01-10,236000.0,2590.0,1.0,,single_family,1970.0,,False,False,,10000.0,6378704970,240000.0,2958073047,2023-07-27T00:48:12.000000Z,502 Dupont Dr,Tallahassee,FL,,Leon,32305,30.409578,-84.290225
Coldwell Banker Hartung,Office,2.0,,,2.0,,4.0,2.0,10890.0,,2024-01-10,415000.0,2123.0,1.0,,single_family,2002.0,,False,False,,10000.0,5975891405,420000.0,2961300926,2023-11-02T18:39:17.000000Z,5707 Sioux Dr,Tallahassee,FL,,Leon,32317,30.447193,-84.1808
"100% Real Estate, Inc.",Office,2.0,,,2.0,,3.0,,44867.0,,2024-01-10,112000.0,1155.0,2.0,,mobile,2019.0,,,False,,,6099173135,114900.0,2961767459,2023-11-17T02:23:55.000000Z,9072 Hardwood Ln,Tallahassee,FL,,Leon,32311,30.381459,-84.122079
Coldwell Banker Hartung,Office,3.0,,,3.0,,4.0,2.0,28750.0,,2024-01-10,559900.0,2142.0,1.0,,single_family,2016.0,,,False,,,5345433617,559900.0,2962014539,2023-11-28T21:18:30.000000Z,7273 White Clover Ct,Tallahassee,FL,,Leon,32311,30.408676,-84.15298
Superior Realty Group Llc,Office,2.0,,,2.0,,3.0,2.0,6970.0,,2024-01-09,234900.0,1248.0,1.0,,single_family,1991.0,,False,False,,14100.0,5196961029,234900.0,2961633071,2023-11-14T18:03:42.000000Z,3158 Huttersfield Cir,Tallahassee,FL,,Leon,32303,30.484817,-84.335789
Southern Oaks Real Estate,Office,2.0,,,2.0,,3.0,,32670.0,,2024-01-08,50000.0,1012.0,2.0,,mobile,1992.0,,,False,,,5634724055,72500.0,2961732574,2023-11-16T14:44:30.000000Z,8324 Lesley St,Tallahassee,FL,,Leon,32305,30.329209,-84.297302
Advanced Realty Group II,Office,8.0,,,4.0,4.0,8.0,,,,2024-01-08,425000.0,4290.0,2.0,,multi_family,1970.0,,,False,,,9389754366,449000.0,2961919909,2023-11-22T16:41:35.000000Z,1748 Hartsfield Rd,Tallahassee,FL,,Leon,32303,30.47308,-84.314774
Keller Williams Town & Country,Office,3.0,,,2.0,1.0,2.0,3.0,1742.0,,2024-01-08,200000.0,1083.0,2.0,townhouse,townhomes,1984.0,,,False,,,6931859217,200000.0,2962652799,2023-12-20T01:15:16.000000Z,1327 Airport Dr Apt E15,Tallahassee,FL,,Leon,32304,30.431519,-84.305309
The Naumann Group Real Estate,Office,4.0,,,3.0,1.0,3.0,2.0,23087.0,,2024-01-08,875000.0,2518.0,1.0,,single_family,2018.0,,,False,,,5467006462,899900.0,2961728776,2023-11-16T13:05:01.000000Z,3637 Rhoden Hill Way,Tallahassee,FL,,Leon,32312,30.514076,-84.288469
Engel & Volkers Atlanta,Office,2.0,,,2.0,,2.0,2.0,1002.0,,2024-01-12,388000.0,1003.0,1.0,condo,condos,2005.0,,,False,,,6509297699,419500.0,2961024920,2023-10-30T23:57:52.000000Z,620 Glen Iris Dr NE Unit 225,Atlanta,GA,,Fulton,30308,33.771413,-84.367875
Virtual Properties Realty,Office,1.0,,,1.0,,2.0,1.0,1133.0,,2024-01-12,232000.0,1132.0,2.0,condo,condos,1960.0,,False,False,,10000.0,6867035737,240000.0,2959884761,2023-09-21T22:51:16.000000Z,3669 Peachtree Rd NE Apt 3D,Atlanta,GA,,Fulton,30319,33.853815,-84.354513
"Bolst, Inc.",Office,3.0,,,1.0,2.0,2.0,,2047.0,,2024-01-12,395000.0,1152.0,2.0,,single_family,1990.0,,False,False,,18000.0,5012531481,399000.0,2961739467,2023-11-16T17:28:04.000000Z,319 Grant St SE,Atlanta,GA,,Fulton,30312,33.746133,-84.376652
Exp Realty LLC,Office,1.0,,,1.0,,1.0,,701.0,,2024-01-12,136000.0,700.0,1.0,condo,condos,1983.0,,,False,,,6151917495,165000.0,2960180423,2023-10-02T20:13:16.000000Z,475 Mount Vernon Hwy NE Apt C132,Sandy Springs,GA,,Fulton,30328,33.923645,-84.36953
Ansley RE|Christie's Int'l RE,Office,1.0,,,1.0,,1.0,,1133.0,,2024-01-12,287000.0,1111.0,1.0,condo,condos,1983.0,,,False,,,6646913367,300000.0,2962073720,2023-11-30T13:41:38.000000Z,201 Bainbridge Dr,Sandy Springs,GA,,Fulton,30327,33.909344,-84.422315
Better Homes and Gardens Real Estate Metro Brokers,Office,3.0,,,2.0,1.0,3.0,2.0,5663.0,,2024-01-12,330000.0,2400.0,2.0,,single_family,2006.0,,,False,,,6452331770,350000.0,2961987122,2023-11-27T20:39:06.000000Z,2539 Preston View Ct SW,Atlanta,GA,,Fulton,30315,33.686138,-84.392588
KELLER WILLIAMS REALTY BUCKHEAD,Office,0.0,,,,,,,64992.0,,2024-01-12,270000.0,,,,land,,,,False,,,9904165467,299000.0,2958250974,2023-08-01T18:31:04.000000Z,1886 Shalimar Dr NE Lot 14,Atlanta,GA,,Fulton,30345,,
Better Homes and Gardens Real Estate Metro Brokers,Office,1.0,,,1.0,,2.0,,4356.0,,2024-01-11,154000.0,792.0,1.0,condo,condos,1966.0,,False,False,,15000.0,6051050696,160000.0,2960751595,2023-10-20T21:24:54.000000Z,1412 Foxhall Ln SE Apt 3,Atlanta,GA,,DeKalb,30316,33.713027,-84.333369
"Harry Norman, REALTORS® - East Cobb",Office,2.0,,,2.0,,2.0,,1045.0,,2024-01-11,350000.0,1059.0,1.0,condo,condos,2005.0,,False,False,,3000.0,9223846849,350000.0,2960169743,2023-10-02T15:48:17.000000Z,840 United Ave SE Unit 309,Atlanta,GA,,Fulton,30312,33.729953,-84.364263
Era Atlantic Realty,Office,3.0,,,2.0,1.0,3.0,1.0,2178.0,,2024-01-11,225900.0,1507.0,2.0,townhouse,townhomes,2002.0,,False,False,,10000.0,5917772828,225900.0,2961024036,2023-10-30T23:03:28.000000Z,2565 Laurel Cir NW,Atlanta,GA,,Fulton,30311,33.756401,-84.472233
Georgia 1St Realty Inc.,Office,2.0,,,2.0,,4.0,,5314.0,,2024-01-11,188000.0,1373.0,1.0,,single_family,1945.0,,,False,,,5011451471,199000.0,2962381413,2023-12-11T15:59:47.000000Z,1178 Fenwood St SW,Atlanta,GA,,Fulton,30314,33.750415,-84.426248
RE MAX Metro Atlanta Cityside,Office,2.0,,,2.0,,4.0,,13068.0,,2024-01-11,642500.0,2046.0,1.0,,single_family,1956.0,,,False,,,6204334109,635000.0,2962409594,2023-12-12T17:17:37.000000Z,1331 Jody Ln NE,Atlanta,GA,,DeKalb,30329,33.818893,-84.320508
Frank Middlebrooks Realty,Office,2.0,,,2.0,,3.0,,10193.0,,2024-01-11,325000.0,1448.0,1.0,,single_family,1937.0,,False,False,,14999.0,6687434745,335000.0,2957299503,2023-07-01T05:26:34.000000Z,3223 Oakdale Rd,Hapeville,GA,,Fulton,30354,33.666315,-84.413441
"Joe Stockdale Real Estate, LLC",Office,5.0,,,4.0,1.0,6.0,2.0,9583.0,,2024-01-11,620000.0,5526.0,3.0,,single_family,2018.0,,,False,,,9514481527,618000.0,2959949617,2023-09-24T02:10:03.000000Z,4813 Ralin Ct,Atlanta,GA,,Fulton,30331,33.654089,-84.546358
KELLER KNAPP INC,Office,1.0,,,1.0,,1.0,,601.0,,2024-01-10,247400.0,581.0,1.0,condo,condos,1940.0,,False,False,,10100.0,5092705900,249900.0,2961380210,2023-11-05T22:28:17.000000Z,1350 N Morningside Dr NE Apt 10,Atlanta,GA,,Fulton,30306,33.791306,-84.356051
Regal Realty Group Llc,Office,1.0,,,1.0,,3.0,,12023.0,,2024-01-10,135000.0,920.0,1.0,,single_family,1950.0,,,False,,,5713518381,164900.0,2961295853,2023-11-02T16:43:12.000000Z,657 Woods Dr NW,Atlanta,GA,,Fulton,30318,33.772867,-84.467883
"Harry Norman, REALTORS® - Atlanta Perimeter",Office,4.0,,,3.0,1.0,3.0,2.0,1002.0,,2024-01-10,585000.0,2140.0,3.0,townhouse,townhomes,2014.0,,False,False,,4000.0,6057968770,595000.0,2959679853,2023-09-14T20:14:13.000000Z,405 Alderwood St,Sandy Springs,GA,,Fulton,30328,33.938769,-84.376343
Miles Group And Associates,Office,3.0,,,2.0,1.0,2.0,2.0,1363.0,,2024-01-10,230000.0,1364.0,3.0,condo,condos,1983.0,,False,False,,15000.0,5395499051,249900.0,2958473819,2023-08-08T16:10:22.000000Z,11 Belmonte Ct SW,Atlanta,GA,,Fulton,30311,33.725148,-84.444963
Better Homes and Gardens Real Estate Metro Brokers,Office,1.0,,,1.0,,1.0,1.0,784.0,,2024-01-10,220000.0,786.0,1.0,condo,condos,1965.0,,,False,,,6723487327,219000.0,2962080194,2023-11-30T17:08:24.000000Z,620 Peachtree St NE Apt 508,Atlanta,GA,,Fulton,30308,33.771557,-84.385462
Ansley Real Estate| Christie's International Real Estate,Office,5.0,,,4.0,1.0,4.0,2.0,74052.0,,2024-01-10,1915000.0,4569.0,3.0,,single_family,1926.0,,,False,,,6866684449,2200000.0,2960397310,2023-10-10T06:17:45.000000Z,938 Lullwater Rd NE,Atlanta,GA,,DeKalb,30307,33.780962,-84.332716
Pliner Realty,Office,3.0,,,2.0,1.0,3.0,,1307.0,,2024-01-09,200000.0,1529.0,2.0,townhouse,townhomes,2005.0,,False,False,,5000.0,6270915016,230000.0,2960487853,2023-10-12T16:19:37.000000Z,585 McWilliams Rd SE Unit 2601,Atlanta,GA,,Fulton,30315,33.688571,-84.368917
Atlanta Fine Homes Sotheby's International Realty,Office,5.0,,,5.0,,5.0,2.0,19689.0,,2024-01-09,1375000.0,5465.0,1.0,,single_family,1979.0,,,False,,,5097714424,1400000.0,2961716314,2023-11-15T21:53:31.000000Z,190 Northglenn Ct NE,Sandy Springs,GA,,Fulton,30342,33.902487,-84.371355
COMPASS,Office,4.0,,,3.0,1.0,3.0,2.0,1307.0,,2024-01-09,710000.0,,3.0,townhouse,townhomes,2019.0,,,False,,,9794315846,695000.0,2962737814,2023-12-26T06:15:25.000000Z,6071 Boylston Dr NE Unit 13,Sandy Springs,GA,,Fulton,30328,33.920727,-84.376717
"Cox & Company Real Estate, Llc",Office,2.0,,,2.0,,3.0,,7231.0,,2024-01-09,200000.0,1300.0,1.0,,single_family,2005.0,,,False,,,6768969478,200000.0,2961580175,2023-11-13T15:27:29.000000Z,1996 Conrad Ave SE,Atlanta,GA,,Fulton,30315,33.699739,-84.381249
HIRSH REAL ESTATE SPECIALISTS,Office,2.0,,,1.0,1.0,1.0,3.0,,,2024-01-09,670000.0,1315.0,1.0,condo,condos,2010.0,,False,False,,35000.0,5463775300,695000.0,2959976245,2023-09-25T20:41:58.000000Z,3630 Peachtree Rd NE Unit 3106,Atlanta,GA,,Fulton,30326,33.854571,-84.35839
Atlanta Fine Homes Sotheby's International Realty,Office,5.0,,,4.0,1.0,4.0,2.0,13068.0,,2024-01-09,1410000.0,5702.0,2.0,,single_family,2021.0,,,False,,,9989497409,1475000.0,2962104277,2023-12-01T12:50:09.000000Z,1729 Barclay Close NW,Atlanta,GA,,Fulton,30318,33.824616,-84.44483
COMPASS,Office,4.0,,,3.0,1.0,3.0,2.0,1307.0,,2024-01-09,710000.0,2740.0,3.0,townhouse,townhomes,2019.0,,,False,,,9688234273,695000.0,2962714566,2023-12-22T23:07:58.000000Z,6071 Boylston Dr NE,Sandy Springs,GA,,Fulton,30328,33.920731,-84.376718
Ansley Real Estate| Christie's International Real Estate,Office,3.0,,,2.0,1.0,2.0,3.0,2570.0,,2024-01-08,2600000.0,2569.0,2.0,condo,condos,2017.0,,False,False,,175000.0,9408442388,3100000.0,2956120707,2023-05-26T10:05:12.000000Z,1301 Peachtree St NE Unit 5F,Atlanta,GA,,Fulton,30309,33.790116,-84.383991
Exp Realty LLC,Office,4.0,,,4.0,,4.0,2.0,1124.0,,2024-01-08,530000.0,2172.0,3.0,townhouse,townhomes,1999.0,,,False,,,6000992752,525000.0,2961311158,2023-11-02T22:12:31.000000Z,995 Heatherbrook Ln NE,Atlanta,GA,,Fulton,30324,33.828134,-84.354385
Engel & Volkers Atlanta,Office,,,,,,,,11252.0,,2024-01-08,410000.0,,1.0,,multi_family,1920.0,,,False,,,6349581711,425000.0,2962208171,2023-12-04T15:17:21.000000Z,675 Mayland Ave SW,Atlanta,GA,,Fulton,30310,33.725041,-84.409732
JPAR METRO ATLANTA,Office,2.0,,,2.0,,2.0,,932.0,,2024-01-08,210000.0,1256.0,3.0,condo,condos,1963.0,,,False,,,6179233247,250000.0,2962645438,2023-12-19T20:54:56.000000Z,215 Piedmont Ave NE Apt 406,Atlanta,GA,,Fulton,30308,33.76036,-84.381845
MILLARD BOWEN REALTY GROUP,Office,3.0,,,3.0,,5.0,,17424.0,,2024-01-08,565000.0,,2.0,,single_family,1980.0,,,False,,,6317376234,565000.0,2962196473,2023-12-03T06:09:01.000000Z,2861 Thornridge Ln,Atlanta,GA,,DeKalb,30340,33.871545,-84.222232
Ansley Real Estate | Christie's International Real Estate,Office,3.0,,,3.0,,3.0,2.0,1699.0,,2024-01-08,705000.0,1700.0,1.0,condo,condos,2010.0,,False,False,,20000.0,5929860536,699000.0,2958157977,2023-07-28T22:43:41.000000Z,1820 Peachtree St NW Unit 1107,Atlanta,GA,,Fulton,30309,33.805169,-84.394049
Exp Realty LLC,Office,3.0,,,2.0,1.0,3.0,,2178.0,,2024-01-08,240000.0,1364.0,2.0,townhouse,townhomes,2003.0,,,False,,,6855882216,240000.0,2962611438,2023-12-18T02:18:41.000000Z,4564 Parkview Sq,Atlanta,GA,,Fulton,30349,33.635444,-84.513444
KELLER WILLIAMS REALTY FIRST ATLANTA,Office,1.0,,,1.0,,2.0,,4356.0,,2024-01-08,420000.0,1086.0,1.0,,single_family,1920.0,,False,False,,10000.0,6370608447,425000.0,2960900235,2023-10-26T18:09:07.000000Z,2299 Sutton St SE,Atlanta,GA,,DeKalb,30317,33.748029,-84.312052
Atlanta Fine Homes Sotheby's International Realty,Office,3.0,,,3.0,,3.0,,2526.0,,2024-01-08,1400000.0,2574.0,3.0,condo,condos,2009.0,,,False,,,6037041636,1450000.0,2961500136,2023-11-09T20:39:42.000000Z,2700 Paces Ferry Rd SE Unit 501,Atlanta,GA,,Cobb,30339,33.864662,-84.474748
Local Realty,Office,2.0,,,2.0,,2.0,2.0,8930.0,,2024-01-08,390000.0,1363.0,1.0,condo,condos,2008.0,,False,False,,9000.0,5989015160,400000.0,2958546925,2023-08-10T16:11:35.000000Z,3621 Vinings Slope SE Unit 1330,Atlanta,GA,,Cobb,30339,33.865093,-84.472209
IntowneRE,Office,3.0,,,3.0,,3.0,,3206.0,,2024-01-08,1180000.0,3206.0,1.0,condo,condos,1987.0,,,False,,,6244225051,1300000.0,2962542798,2023-12-14T14:16:01.000000Z,2660 Peachtree Rd NW Apt 13B,Atlanta,GA,,Fulton,30305,33.827471,-84.38817
Divvy Realty,Office,3.0,,,2.0,1.0,3.0,,,,2024-01-08,340000.0,1694.0,2.0,,single_family,2016.0,,,False,,,5375551467,349000.0,2962279220,2023-12-06T22:03:32.000000Z,1773 Maple Walk Cir SW,Atlanta,GA,,Fulton,30315,33.705776,-84.398536
Keller Williams Realty North Atlanta,Office,3.0,,,2.0,1.0,3.0,1.0,1307.0,,2024-01-08,250000.0,1600.0,2.0,townhouse,townhomes,2003.0,,False,False,,15000.0,6573506797,250000.0,2960375003,2023-10-09T15:19:37.000000Z,823 Celeste Ln SW,Atlanta,GA,,Fulton,30331,33.740226,-84.507769
RE MAX Metro Atlanta Cityside,Office,1.0,,,1.0,,3.0,,9757.0,,2024-01-08,89500.0,936.0,1.0,,single_family,1950.0,,,False,,,5240026761,89500.0,2961041817,2023-10-31T18:10:38.000000Z,2195 Burroughs Ave SE,Atlanta,GA,,Fulton,30315,33.694222,-84.371539
Atlanta Fine Homes Sotheby's International Realty,Office,3.0,,,3.0,,3.0,,1917.0,,2024-01-08,525000.0,1900.0,2.0,townhouse,townhomes,1981.0,,,False,,,6255889291,529000.0,2961022454,2023-10-30T21:52:46.000000Z,1 Howell Mill Plantation NW,Atlanta,GA,,Fulton,30327,33.840398,-84.424664
"Bolst, Inc.",Office,3.0,,,1.0,2.0,2.0,,2047.0,,2024-01-12,395000.0,1152.0,2.0,,single_family,1990.0,,False,False,,18000.0,5012531481,399000.0,2961739467,2023-11-16T17:28:04.000000Z,319 Grant St SE,Atlanta,GA,,Fulton,30312,33.746133,-84.376652
